"coc_year","state","state_abbr","year","coc_number","coc_name","count_type","total_homeless","homeless_rate_per_10k_estimated","sheltered_homeless","unsheltered_homeless","unsheltered_share_pct","homeless_individuals","homeless_people_in_families","chronically_homeless_individuals","homeless_veterans","homeless_unaccompanied_youth_under_25","pit_count_caution_flag","estimated_coc_population","population_denominator_status"
"FL-520 | 2018","Florida","FL",2018,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered and Unsheltered Count",711,8.63175197856509,449,262,36.8495077355837,426,285,36,45,29,0,823703,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-520 | 2019","Florida","FL",2019,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered and Unsheltered Count",677,8.02974683168963,346,331,48.8921713441654,499,178,68,57,41,0,843115,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-520 | 2020","Florida","FL",2020,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered and Unsheltered Count",703,8.1113481568317,279,424,60.3129445234708,523,180,58,28,63,0,866687,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-520 | 2021","Florida","FL",2021,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered and full unsheltered count",638,7.16709785335309,313,325,,447,191,39,56,42,1,890179,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-520 | 2022","Florida","FL",2022,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered-Only Count",745,8.05144277531611,420,325,43.6241610738255,500,245,45,68,45,0,925300,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-520 | 2023","Florida","FL",2023,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered and Unsheltered Count",649,6.7730455745609,323,326,50.231124807396,471,178,43,38,24,0,958210,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-520 | 2024","Florida","FL",2024,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered and Unsheltered Count",786,7.9788205963204,341,445,56.6157760814249,565,221,99,49,46,0,985108,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-520 | 2025","Florida","FL",2025,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered and Unsheltered Count",767,7.61511784568614,238,529,68.9700130378097,611,156,77,42,50,0,1007207,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2010","Florida","FL",2010,"FL-600","Miami-Dade County CoC","Sheltered and Unsheltered Count",3879,15.4728493178225,3120,759,19.5668986852281,2562,1317,547,,,0,2506972,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2011","Florida","FL",2011,"FL-600","Miami-Dade County CoC","Sheltered and Unsheltered Count",3817,15.0007997544538,3028,789,20.6706837830757,2468,1349,513,308,,0,2544531,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2012","Florida","FL",2012,"FL-600","Miami-Dade County CoC","Sheltered and Unsheltered Count",3976,15.4314638854843,3108,868,21.830985915493,2517,1459,586,265,,0,2576554,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2013","Florida","FL",2013,"FL-600","Miami-Dade County CoC","Sheltered and Unsheltered Count",3802,14.5687690348133,2963,839,22.0673329826407,2485,1317,613,253,,0,2609692,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2014","Florida","FL",2014,"FL-600","Miami-Dade County CoC","Sheltered and Unsheltered Count",4156,15.7766727695615,3316,840,20.2117420596728,2845,1311,688,317,,0,2634269,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2015","Florida","FL",2015,"FL-600","Miami-Dade County CoC","Sheltered and Unsheltered Count",4152,15.6099673702055,3145,1007,24.2533718689788,2720,1432,486,236,150,0,2659839,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2016","Florida","FL",2016,"FL-600","Miami-Dade County CoC","Sheltered and Unsheltered Count",4235,15.7305532660306,3253,982,23.1877213695396,3182,1053,435,157,177,0,2692213,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2017","Florida","FL",2017,"FL-600","Miami-Dade County CoC","Sheltered and Unsheltered Count",3721,13.7139529612519,2710,1011,27.1701155603332,2546,1175,294,167,141,0,2713295,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2018","Florida","FL",2018,"FL-600","Miami-Dade County CoC","Sheltered and Unsheltered Count",3516,12.950972685824,2486,1030,29.2946530147895,2425,1091,336,120,156,0,2714854,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2019","Florida","FL",2019,"FL-600","Miami-Dade County CoC","Sheltered and Unsheltered Count",3472,12.7790823499967,2464,1008,29.0322580645161,2312,1160,321,169,134,0,2716940,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2020","Florida","FL",2020,"FL-600","Miami-Dade County CoC","Sheltered and Unsheltered Count",3560,13.2071040864487,2540,1020,28.6516853932584,2261,1299,454,163,91,0,2695519,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2021","Florida","FL",2021,"FL-600","Miami-Dade County CoC","Sheltered and full unsheltered count",3224,12.0742687371191,2332,892,,2213,1011,488,145,90,1,2670141,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2022","Florida","FL",2022,"FL-600","Miami-Dade County CoC","Sheltered and Unsheltered Count",3276,11.9825660248166,2306,970,29.6092796092796,2222,1054,710,131,117,0,2733972,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2023","Florida","FL",2023,"FL-600","Miami-Dade County CoC","Sheltered and Unsheltered Count",3657,13.0910528005796,2599,1058,28.9308176100629,2438,1219,881,111,116,0,2793511,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2024","Florida","FL",2024,"FL-600","Miami-Dade County CoC","Sheltered and Unsheltered Count",3800,13.5128215340324,2767,1033,27.1842105263158,2546,1254,924,134,129,0,2812144,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-600 | 2025","Florida","FL",2025,"FL-600","Miami-Dade County CoC","Sheltered and Unsheltered Count",3615,12.9013654034273,2757,858,23.7344398340249,2500,1115,669,160,122,0,2802029,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2010","Florida","FL",2010,"FL-601","Ft Lauderdale/Broward County CoC","No 2010 PIT Count",3225,18.3991013251347,2425,800,24.8062015503876,2575,650,377,,,0,1752803,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2011","Florida","FL",2011,"FL-601","Ft Lauderdale/Broward County CoC","Sheltered and Unsheltered Count",3801,21.2705234529765,2533,1268,33.3596421994212,3247,554,793,393,,0,1786980,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2012","Florida","FL",2012,"FL-601","Ft Lauderdale/Broward County CoC","Sheltered-Only Count",3183,17.544410840164,1915,1268,39.8366321080741,2627,556,750,370,,0,1814253,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2013","Florida","FL",2013,"FL-601","Ft Lauderdale/Broward County CoC","Sheltered and Unsheltered Count",2810,15.3000108896875,1981,829,29.5017793594306,1900,910,408,225,,0,1836600,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2014","Florida","FL",2014,"FL-601","Ft Lauderdale/Broward County CoC","Sheltered and Unsheltered Count",2766,14.8635120125228,1887,879,31.7787418655098,2028,738,497,229,,0,1860933,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2015","Florida","FL",2015,"FL-601","Ft Lauderdale/Broward County CoC","Sheltered and Unsheltered Count",2615,13.8723846708823,1796,819,31.3193116634799,2099,516,427,247,191,0,1885040,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2016","Florida","FL",2016,"FL-601","Ft Lauderdale/Broward County CoC","Sheltered and Unsheltered Count",2302,12.0360789570962,1520,782,33.9704604691573,1844,458,400,210,144,0,1912583,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2017","Florida","FL",2017,"FL-601","Ft Lauderdale/Broward County CoC","Sheltered and Unsheltered Count",2450,12.6646665108999,1493,957,39.0612244897959,2037,413,558,197,154,0,1934516,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2018","Florida","FL",2018,"FL-601","Ft Lauderdale/Broward County CoC","Sheltered and Unsheltered Count",2318,11.9109586471864,1449,869,37.4892148403796,1856,462,422,189,141,0,1946107,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2019","Florida","FL",2019,"FL-601","Ft Lauderdale/Broward County CoC","Sheltered and Unsheltered Count",2803,14.353910173097,1453,1350,48.1626828398145,2341,462,856,219,108,0,1952778,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2020","Florida","FL",2020,"FL-601","Ft Lauderdale/Broward County CoC","Sheltered and Unsheltered Count",2211,11.3767516003863,1227,984,44.5047489823609,1776,435,633,157,100,0,1943437,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2021","Florida","FL",2021,"FL-601","Ft Lauderdale/Broward County CoC","Sheltered and partial unsheltered count",2561,13.227089658079,794,1767,,465,329,184,168,51,1,1936178,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2022","Florida","FL",2022,"FL-601","Ft Lauderdale/Broward County CoC","Sheltered and Unsheltered Count",2054,10.4457338026285,826,1228,59.7857838364167,1653,401,363,117,54,0,1966353,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2023","Florida","FL",2023,"FL-601","Ft Lauderdale/Broward County CoC","Sheltered and Unsheltered Count",2487,12.4347450877257,863,1624,65.2995577000402,2071,416,604,128,87,0,2000041,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2024","Florida","FL",2024,"FL-601","Ft Lauderdale/Broward County CoC","Sheltered-Only Count",2469,12.2610790444801,845,1624,65.7756176589712,2054,415,579,107,80,0,2013689,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-601 | 2025","Florida","FL",2025,"FL-601","Ft Lauderdale/Broward County CoC","Sheltered and Unsheltered Count",2189,10.8726047611976,866,1323,60.4385564184559,1779,410,670,104,40,0,2013317,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2010","Florida","FL",2010,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and Unsheltered Count",376,23.5183737294762,202,174,46.2765957446809,285,91,77,,,0,159875,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2011","Florida","FL",2011,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and Unsheltered Count",828,51.7924050316196,192,636,76.8115942028985,738,90,125,100,,0,159869,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2012","Florida","FL",2012,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and Unsheltered Count",756,46.45332546822,211,545,72.0899470899471,584,172,198,97,,0,162744,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2013","Florida","FL",2013,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and Unsheltered Count",573,34.7966551487511,186,387,67.5392670157068,429,144,191,109,,0,164671,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2014","Florida","FL",2014,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and Unsheltered Count",511,30.4092453627389,203,308,60.2739726027397,265,246,149,63,,0,168041,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2015","Florida","FL",2015,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and Unsheltered Count",562,32.6020118109779,162,400,71.1743772241993,313,249,135,65,23,0,172382,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2016","Florida","FL",2016,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and Unsheltered Count",388,21.8381165187341,134,254,65.4639175257732,223,165,71,65,8,0,177671,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2017","Florida","FL",2017,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and Unsheltered Count",222,12.2299225438239,89,133,59.9099099099099,165,57,29,55,7,0,181522,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2018","Florida","FL",2018,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and Unsheltered Count",164,8.8721064219985,78,86,52.4390243902439,130,34,45,40,5,0,184849,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2019","Florida","FL",2019,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and Unsheltered Count",156,8.25790058758139,89,67,42.948717948718,131,25,48,43,4,0,188910,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2020","Florida","FL",2020,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and Unsheltered Count",169,8.98826207432069,93,76,44.9704142011834,137,32,23,51,3,0,188023,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2021","Florida","FL",2021,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and full unsheltered count",154,7.89549239161642,93,61,,122,32,3,25,6,1,195048,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2022","Florida","FL",2022,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and Unsheltered Count",148,7.28647669312117,108,40,27.027027027027,102,46,0,40,5,0,203116,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2023","Florida","FL",2023,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and Unsheltered Count",427,20.6465713152881,193,234,54.8009367681499,330,97,0,66,9,0,206814,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2024","Florida","FL",2024,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and Unsheltered Count",343,16.2208686440678,134,209,60.932944606414,267,76,0,54,18,0,211456,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-602 | 2025","Florida","FL",2025,"FL-602","Punta Gorda/Charlotte County CoC","Sheltered and Unsheltered Count",323,14.8702649945675,121,202,62.5386996904025,276,47,1,42,10,0,217212,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-603 | 2010","Florida","FL",2010,"FL-603","Ft Myers, Cape Coral/Lee County CoC","Sheltered and Unsheltered Count",944,15.214788000303,461,483,51.1652542372881,720,224,189,,,0,620449,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-603 | 2011","Florida","FL",2011,"FL-603","Ft Myers, Cape Coral/Lee County CoC","Sheltered and Unsheltered Count",969,15.3552871153453,513,456,47.0588235294118,750,219,189,88,,0,631053,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-603 | 2012","Florida","FL",2012,"FL-603","Ft Myers, Cape Coral/Lee County CoC","Sheltered and Unsheltered Count",781,12.1236205694842,410,371,47.5032010243278,637,144,179,82,,0,644197,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-603 | 2013","Florida","FL",2013,"FL-603","Ft Myers, Cape Coral/Lee County CoC","Sheltered and Unsheltered Count",848,12.8517172500962,452,396,46.6981132075472,699,149,162,70,,0,659834,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-603 | 2014","Florida","FL",2014,"FL-603","Ft Myers, Cape Coral/Lee County CoC","Sheltered and Unsheltered Count",871,12.861176081461,427,444,50.9758897818599,700,171,224,120,,0,677232,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-603 | 2015","Florida","FL",2015,"FL-603","Ft Myers, Cape Coral/Lee County CoC","Sheltered and Unsheltered Count",614,8.77589173922738,300,314,51.1400651465798,520,94,171,62,39,0,699644,"Estimated from county population allocated with ACS 2024 tract shares"
