state_year_county,data_status_note,state_fips,county_fips,fips,state,county_name,year,population,population_change,births,deaths,natural_change,international_migration,domestic_migration,net_migration,group_quarters_population,birth_rate_per_1000,death_rate_per_1000,natural_change_rate_per_1000,international_migration_rate_per_1000,domestic_migration_rate_per_1000,net_migration_rate_per_1000,housing_units,permits_one_unit_units,permits_two_unit_units,permits_three_four_unit_units,permits_five_plus_unit_units,permits_total_units_authorized,permits_total_value_authorized,permits_total_reported_units,poverty_all_estimate,poverty_all_ci_low,poverty_all_ci_high,poverty_all_pct,poverty_all_pct_ci_low,poverty_all_pct_ci_high,poverty_child_estimate,poverty_child_ci_low,poverty_child_ci_high,poverty_child_pct,poverty_child_pct_ci_low,poverty_child_pct_ci_high,poverty_age_5_17_estimate,poverty_age_5_17_pct,median_household_income,median_household_income_ci_low,median_household_income_ci_high,civilian_labor_force,employed_people,unemployed_people,unemployment_rate_pct,bea_personal_income_thousands_usd,bea_population,bea_per_capita_personal_income_usd,bea_real_gdp_thousands_2017_usd,bea_real_gdp_quantity_index,bea_current_gdp_thousands_usd,annual_hpi_change_pct,hpi,hpi_1990_base,hpi_2000_base,land_area_sq_miles,high_school_graduate_or_higher_pct_age_18plus,homeownership_rate_pct,housing_cost_burdened_households_pct,income_inequality_top_bottom_quintile_ratio,state_minimum_wage_usd_per_hour,medicaid_expansion_status,housing_units_per_capita,population_density_per_sq_mile,permits_total_units_per_1000_population,population_growth_rate_pct,housing_supply_growth_rate_pct,foreclosure_rate_per_100_mortgages
California | Mariposa County | 2013,,06,043,06043,California,Mariposa County,2013,17809,,137,204,,18,-19,-1,725,7.67722051,11.43177361,,1.008685906,-1.064724012,-0.056038106,10315,24,0,0,0,24,6012245,24,2875,2301,3449,16.4,13.1,19.7,754,588,920,25.5,19.9,31.1,531,24,45251,41189,49313,8207,7336,871,10.6,683099,17825,38323,623588,84.302,575992,4.97,270.58,162.59,134.03,1448.84,87.7,68.15178623633281,37.184115523465714,13.260993823176916,8,0,0.5792015273176484,12.291902487507247,1.3476332191588523,-0.402662044,0.3599922163845193,
California | Mariposa County | 2014,,06,043,06043,California,Mariposa County,2014,17714,,158,185,,12,-78,-66,727,8.895645075,10.41578696,,0.675618613,-4.391520986,-3.715902373,10346,24,0,0,0,24,6920714,24,2830,2225,3435,16.2,12.7,19.7,726,554,898,25,19.1,30.9,518,24.3,47781,44401,51161,8085,7366,719,8.9,723456,17725,40816,627702,84.858,593892,14.86,310.78,186.75,153.94,1448.84,89,70.14081188,35.49536707056308,14.467115579743568,9,1,0.584057807,12.226332790370227,1.3548605622671333,-0.533438149,0.3005332040717512,
California | Mariposa County | 2015,,06,043,06043,California,Mariposa County,2015,17622,,145,186,,14,-63,-49,725,8.206927779,10.52750736,,0.792393027,-3.565768621,-2.773375594,10371,26,0,0,0,26,6782319,26,2627,2086,3168,15.2,12.1,18.3,682,537,827,24.1,19,29.2,486,23.2,44595,41127,48063,8014,7441,573,7.1,770497,17628,43709,636738,86.08,615639,5.4,327.55,196.83,162.25,1448.84,89.5,68.84933627001607,33.42395192445271,13.789681857265691,9,1,0.5885257065032345,12.16283371524806,1.4754284417205765,-0.519363216,0.24163928088150044,
California | Mariposa County | 2016,,06,043,06043,California,Mariposa County,2016,17456,,156,193,,14,-143,-129,725,8.894463767,11.00404812,,0.798221107,-8.153258453,-7.355037345,10401,32,2,0,0,34,9518101,34,3077,2552,3602,17.9,14.8,21,779,634,924,27.6,22.4,32.8,551,26.9,51233,47007,55459,7064,6541,523,7.4,819746,17468,46928,688919,93.134,675174,4.83,343.38,206.34,170.09,1448.84,89.5,69.43575553416747,34.01674848397344,14.435276861019435,10,1,0.5958409715857012,12.048259297092848,1.9477543538038498,-0.942004313,0.289268152,
California | Mariposa County | 2017,,06,043,06043,California,Mariposa County,2017,17414,,146,215,,11,17,28,725,8.373960424,12.33151706,,0.630914827,0.975050186,1.605965013,10425,45,0,0,0,45,13010538,45,2641,2130,3152,15.2,12.3,18.1,600,451,749,21.2,15.9,26.5,429,21,52387,48245,56529,7135,6685,450,6.3,855857,17426,49114,739708,100,739708,7.52,369.19,221.85,182.88,1448.84,90.1,70.41388035423822,33.445850914205344,14.456010372291164,10.5,1,0.5986562535890663,12.019270588884902,2.584127713334099,-0.24060495,0.23074704355350306,
California | Mariposa County | 2018,,06,043,06043,California,Mariposa County,2018,17405,,144,194,,9,32,41,728,8.271346104,11.14334128,,0.516959132,1.838076912,2.355036044,10404,34,2,0,0,36,9657113,36,2569,2000,3138,14.9,11.6,18.2,646,481,811,23.2,17.3,29.1,447,21.9,51402,46514,56290,7116,6708,408,5.7,884466,17322,51060,721057,97.479,739515,6.3,392.46,235.83,194.41,1448.84,90.4,68.40727892398515,33.31974453050686,13.01022407770299,11,1,0.597759265,12.013058722840341,2.0683711577133006,-0.051682554,-0.201438849,
California | Mariposa County | 2019,,06,043,06043,California,Mariposa County,2019,17203,,149,180,,9,-179,-170,725,8.610725844,10.40221914,,0.520110957,-10.34442903,-9.824318077,10445,33,2,0,0,35,9494389,35,2565,2023,3107,15.1,11.9,18.3,598,422,774,21.9,15.4,28.4,442,22,52760,46592,58928,7101,6749,352,5,919521,17073,53858,745873,100.833,783700,2.92,403.91,242.71,200.07,1448.84,90.6,67.55292959133432,36.13779851770519,11.823162101407044,12,1,0.6071615415915829,11.873636840506888,2.0345288612451315,-1.160586038,0.39407920030758437,
California | Mariposa County | 2020,,06,043,06043,California,Mariposa County,2020,17130,-3,34,46,-12,0,12,12,228,,,,,,,9780,37,2,0,0,39,9825716,39,2258,1724,2792,13.3,10.1,16.5,509,344,674,18.5,12.5,24.5,365,18.1,56887,48826,64948,6731,5933,798,11.9,980104,17133,57206,661365,89.409,703530,1.78,411.09,247.03,203.63,1448.84,90.9,69.35333870667742,36.97847462131279,11.765241549621855,12,1,0.5709281961471103,11.823251704812126,2.276707530647986,,,
California | Mariposa County | 2021,,06,043,06043,California,Mariposa County,2021,17142,12,135,219,-84,5,87,92,208,7.878151261,12.78011205,-4.901960784,0.29178338,5.077030812,5.368814192,9849,44,0,0,41,85,16557919,85,2387,1808,2966,14.1,10.7,17.5,634,450,818,22,15.6,28.4,457,21.3,60377,54124,66630,6586,6026,560,8.5,1036750,17136,60501,683832,92.446,766647,14.82,472.02,283.64,233.82,1448.84,90.9,70.73504699072633,35.13365318711446,12.092878809764551,13,1,0.5745537276863844,11.831534192871539,4.958581262396454,0.070052539,0.7055214723926451,
California | Mariposa County | 2022,,06,043,06043,California,Mariposa County,2022,17066,-76,143,249,-106,56,-21,35,209,8.360617399,14.55799813,-6.19738073,3.274087933,-1.227782975,2.046304958,9855,36,6,0,0,42,9109555,42,2555,1996,3114,15.1,11.8,18.4,625,457,793,21.3,15.6,27,474,21.6,66513,60389,72637,6786,6456,330,4.9,1047585,17095,61280,707862,95.695,854019,15.72,546.23,328.23,270.57,1448.84,91.9,71.82338405514372,34.34895477524252,12.00144672285822,14,1,0.5774639634360718,11.779078435161923,2.4610336341263332,-0.443355501,0.06091989,
California | Mariposa County | 2023,,06,043,06043,California,Mariposa County,2023,16934,-132,167,236,-69,48,-112,-64,201,9.823529412,13.88235294,-4.058823529,2.823529412,-6.588235294,-3.764705882,9847,172,2,0,0,174,18164131,174,2899,2371,3427,17.3,14.2,20.4,654,477,831,21.9,16,27.8,491,22.2,64352,55914,72790,7103,6718,385,5.4,1118071,16996,65784,780471,105.511,984017,-5.23,517.67,311.07,256.43,1448.84,90.5,75.11078775,34.98554316398182,12.09412955465587,15.5,1,0.5814928546120232,11.68797106650838,10.275186016298571,-0.773467714,-0.081177067,
California | Mariposa County | 2024,,06,043,06043,California,Mariposa County,2024,16948,14,151,222,-71,70,12,82,206,8.913287291,13.10430317,-4.191015879,4.131987486,0.708340712,4.840328198,9884,83,6,0,0,89,19465676,89,2544,1997,3091,15.1,11.9,18.3,568,382,754,19.6,13.2,26,415,18.9,68424,61041,75807,7375,6967,408,5.5,1207938,17048,70855,800084,108.162,1035723,-1.28,511.07,307.1,253.16,1448.84,90.3,75.57603686635944,40.041180507892925,13.012779751885793,16,1,0.5831956573046967,11.697633969244361,5.251357092282275,0.08267391,0.37574895907384054,
California | Mariposa County | 2025,2025 is complete only for sources that had published county data by 2026-07-24; blanks from lagged sources are not zero.,06,043,06043,California,Mariposa County,2025,16918,-30,149,222,-73,36,7,43,211,8.799385815,13.1104943,-4.311108486,2.126026103,0.413393964,2.539420067,9938,22,0,0,0,22,5903777,22,,,,,,,,,,,,,,,,,,7409,6974,435,5.9,,,,,,,9.9,561.68,337.52,278.23,1448.84,,,,,16.5,1,0.5874216810497694,11.67692774909583,1.3003901170351104,-0.177012037,0.5463375151760319,
California | Mendocino County | 2010,,06,045,06045,California,Mendocino County,2010,87799,,305,178,,12,-193,-181,2005,,,,,,,40347,122,0,3,32,157,21585664,157,16976,14148,19804,19.6,16.3,22.9,5402,4272,6532,28.6,22.6,34.6,3561,26.2,40339,37295,43383,41630,36765,4865,11.7,3328567,87926,37856,3401713,97.066,2968744,-11.58,930.6,203.76,149.21,3506.807,83.2,63.40687017560225,45.87186361034971,12.885489018209125,8,0,0.4595382635337532,25.036735697174098,1.7881752639551702,,,
California | Mendocino County | 2011,,06,045,06045,California,Mendocino County,2011,87334,,1014,838,,10,-652,-642,1954,11.5797708,9.569869756,,0.114198923,-7.445769786,-7.331570863,40483,102,4,0,0,106,13053995,106,17387,14862,19912,20.2,17.3,23.1,5931,4875,6987,31.4,25.8,37,3928,29,41236,37995,44477,40783,36139,4644,11.4,3312742,87989,37650,3350173,95.595,2952834,-10.8,830.1,181.76,133.1,3506.807,83.6,61.31459581101512,46.52357644483629,12.759127418765972,8,0,0.46354226303616003,24.904136440927605,1.2137311928916572,-0.529618788,0.337075867,
California | Mendocino County | 2012,,06,045,06045,California,Mendocino County,2012,87288,,1122,811,,-35,-309,-344,1990,12.85061447,9.28863488,,-0.40086587,-3.539072969,-3.939938839,40561,72,0,0,0,72,10826848,72,18375,16101,20649,21.3,18.7,23.9,5900,5003,6797,31.4,26.6,36.2,4294,31.9,41088,37836,44340,40836,36722,4114,10.1,3295336,88471,37248,3181548,90.783,2876963,-2.25,811.4,177.66,130.1,3506.807,85,58.33059904377989,47.31938989862088,12.986569563983732,8,0,0.46468013930895424,24.89101909514838,0.8248556502612043,-0.052671354,0.19267346787541495,
California | Mendocino County | 2013,,06,045,06045,California,Mendocino County,2013,87054,,1061,850,,5,-443,-438,1943,12.17147905,9.750949284,,0.057358525,-5.081965333,-5.024606807,40614,111,0,0,0,111,12936964,111,17947,15469,20425,20.9,18,23.8,5329,4324,6334,28.9,23.4,34.4,3721,28.2,42001,38861,45141,40726,37289,3437,8.4,3361037,88772,37861,3211620,91.642,2975596,4.83,850.6,186.25,136.39,3506.807,85.2,57.061921574607354,46.30628409406109,13.872818922062814,8,0,0.4665380108897925,24.824291727488855,1.2750706458060515,-0.268078086,0.13066739,
California | Mendocino County | 2014,,06,045,06045,California,Mendocino County,2014,87225,,1057,847,,0,-19,-19,1983,12.1299755,9.720046592,,0,-0.218041187,-0.218041187,40715,104,2,3,0,109,14189235,109,16256,13710,18802,18.8,15.9,21.7,4924,3897,5951,26.2,20.7,31.7,3270,24.5,42840,40000,45680,40344,37484,2860,7.1,3583511,89473,40051,3296368,94.06,3120264,9.97,935.39,204.81,149.98,3506.807,85.9,55.13884007029877,46.54431010843824,14.620895814956386,9,1,0.46678131269704787,24.873054034624662,1.2496417311550587,0.19642980219174433,0.2486827202442532,
California | Mendocino County | 2015,,06,045,06045,California,Mendocino County,2015,87107,,1022,855,,-2,-272,-274,1977,11.72475507,9.808870431,,-0.022944726,-3.120482757,-3.143427483,40817,105,2,0,0,107,16574317,107,17508,15327,19689,20.3,17.8,22.8,5052,4140,5964,27.3,22.4,32.2,3345,25.2,43237,39859,46615,39846,37521,2325,5.8,3745679,89880,41674,3381858,96.499,3274998,7.04,1001.21,219.22,160.53,3506.807,86.8,56.454451588679774,44.78889781788959,15.476453161712126,9,1,0.4685846143249107,24.839405191104046,1.228374298276832,-0.135282316,0.25052192066805645,
California | Mendocino County | 2016,,06,045,06045,California,Mendocino County,2016,87285,,1040,902,,6,39,45,1991,11.92715262,10.34451122,,0.068810496,0.447268223,0.516078719,40919,115,2,4,42,163,21920269,130,16366,14460,18272,19,16.8,21.2,4969,4123,5815,26.8,22.2,31.4,3218,24.2,45247,41634,48860,38263,36123,2140,5.6,3847743,90592,42473,3371901,96.215,3320050,8.71,1088.42,238.32,174.52,3506.807,86.5,55.89253241039479,44.19613075383589,16.197866937531742,10,1,0.4687976170017758,24.89016361607582,1.867445723778427,0.20434637859185756,0.2498958767180426,
California | Mendocino County | 2017,,06,045,06045,California,Mendocino County,2017,87576,,1006,837,,-29,157,128,1972,11.50628213,9.573318236,,-0.33169203,1.795712023,1.464019993,41090,132,4,4,52,192,27468378,7,14156,11702,16610,16.3,13.5,19.1,4230,3243,5217,22.8,17.5,28.1,2879,21.6,50453,46225,54681,38242,36403,1839,4.8,4000436,91487,43727,3504547,100,3504547,6.92,1163.77,254.82,186.6,3506.807,86.9,57.73909985935303,42.81584450731948,16.897504798464492,10.5,1,0.46919247282360466,24.973145086113952,2.1923814743765417,0.33339061694448446,0.4178987756298991,
California | Mendocino County | 2018,,06,045,06045,California,Mendocino County,2018,87401,,961,858,,-60,-213,-273,1978,10.98430079,9.807003206,,-0.68580442,-2.434605691,-3.120410111,40907,140,0,0,0,140,16896981,0,15140,12647,17633,17.5,14.6,20.4,4654,3716,5592,25.5,20.4,30.6,2900,22.1,51386,47865,54907,38129,36513,1616,4.2,4155689,91870,45234,3557209,101.503,3631514,5.77,1230.87,269.51,197.36,3506.807,86.9,57.128603624753495,43.23923651862376,15.349716446124765,11,1,0.4680381231336026,24.923242140214732,1.6018123362432923,-0.199826436,-0.445363835,
California | Mendocino County | 2019,,06,045,06045,California,Mendocino County,2019,86749,,933,860,,-60,-660,-720,1981,10.71490095,9.87654321,,-0.689061154,-7.579672696,-8.26873385,41027,128,4,0,0,132,15353100,6,11980,9907,14053,14,11.6,16.4,3628,2647,4609,20.4,14.9,25.9,2304,17.9,52309,48788,55830,37465,35871,1594,4.3,4314307,91775,47010,3516755,100.348,3679164,1.76,1252.55,274.26,200.84,3506.807,86.5,57.81198512,41.42870288010305,14.70609615066909,12,1,0.47293916932760033,24.737318021778787,1.5216313732723143,-0.745986888,0.2933483266922554,
California | Mendocino County | 2020,,06,045,06045,California,Mendocino County,2020,91348,-237,214,222,-8,0,-212,-212,1552,,,,,,,41382,137,2,0,0,139,15911864,0,12099,9474,14724,14.3,11.2,17.4,3341,2329,4353,18.9,13.2,24.6,2305,17.9,53176,49087,57265,36019,32616,3403,9.4,4782184,91362,52343,3391828,96.784,3663787,3.44,1295.6,283.68,207.74,3506.807,86.7,59.34107384923676,40.818957578734114,14.643988452836076,12,1,0.4530148443315672,26.048767440010245,1.5216534571090774,,,
California | Mendocino County | 2021,,06,045,06045,California,Mendocino County,2021,91266,-82,882,1073,-191,47,6,53,1412,9.659719408,11.75156341,-2.091843999,0.514746953,0.065712377,0.58045933,41460,187,0,0,0,187,21771522,5,14539,11887,17191,16.1,13.2,19,4200,3072,5328,22.3,16.3,28.3,2995,21.4,57516,51658,63374,35748,33361,2387,6.7,5158878,91303,56503,3592938,102.522,4094630,11.99,1451.01,317.71,232.66,3506.807,86.6,61.06258119428393,39.43497620144327,14.94172105023524,13,1,0.4542765104200907,26.025384345360326,2.0489557995310412,-0.089766607,0.18848774829636206,
California | Mendocino County | 2022,,06,045,06045,California,Mendocino County,2022,90033,-1233,844,1056,-212,191,-1225,-1034,1427,9.310586379,11.64926448,-2.338678095,2.107016586,-13.51358805,-11.40657146,41632,0,0,0,0,0,0,0,15657,13249,18065,17.6,14.9,20.3,4140,3214,5066,22.6,17.5,27.7,2804,20.5,63621,58519,68723,35963,34374,1589,4.4,4996532,90027,55500,3479820,99.294,4234631,8.11,1568.63,343.47,251.52,3506.807,86.8,61.37214230960003,39.71719251498819,16.143997677456817,14,1,0.4624082280941433,25.673782446538976,0,-1.35099599,0.41485769416305107,
California | Mendocino County | 2023,,06,045,06045,California,Mendocino County,2023,89341,-692,820,984,-164,337,-867,-530,1422,9.142908114,10.97148974,-1.828581623,3.757512237,-9.666952847,-5.90944061,41834,9,0,8,0,17,4127926,17,12295,9918,14672,13.9,11.2,16.6,3420,2360,4480,18.8,13,24.6,2533,18.7,65891,60908,70874,36407,34618,1789,4.9,5172576,89354,57889,3482526,99.372,4442020,-3.32,1516.52,332.06,243.16,3506.807,86.2,61.14372984897336,40.033388981636065,16.76215637272403,15.5,1,0.4682508590680651,25.476451940468923,0.1902821772758308,-0.768607066,0.48520368946964876,
California | Mendocino County | 2024,,06,045,06045,California,Mendocino County,2024,88939,-402,748,921,-173,303,-527,-224,1388,8.391294593,10.33206193,-1.940767332,3.399147409,-5.912048463,-2.512901055,42005,9,0,0,0,9,3175936,1,11834,9655,14013,13.4,10.9,15.9,3026,1947,4105,16.9,10.9,22.9,2137,15.8,67303,61166,73440,36502,34476,2026,5.6,5567917,89175,62438,3589922,102.436,4692543,4.15,1579.53,345.85,253.26,3506.807,87.3,63.181988572467134,40.827814569536415,17.613727055067837,16,1,0.47228999651446496,25.361817744746148,0.10119295247304332,-0.449961384,0.40875842616054925,
California | Mendocino County | 2025,2025 is complete only for sources that had published county data by 2026-07-24; blanks from lagged sources are not zero.,06,045,06045,California,Mendocino County,2025,88122,-817,746,898,-152,80,-741,-661,1438,8.426474492,10.14339691,-1.716922417,0.903643377,-8.369996781,-7.466353404,42165,3,0,0,0,3,338985,2,,,,,,,,,,,,,,,,,,36769,34592,2177,5.9,,,,,,,0.68,1590.33,348.22,255,3506.807,,,,,16.5,1,0.478484374,25.12884227731951,0.034043712,-0.918607135,0.38090703487680955,
California | Merced County | 2010,,06,047,06047,California,Merced County,2010,256721,,1066,432,,21,269,290,5137,,,,,,,83716,104,2,0,0,106,22930493,96,58212,52399,64025,23.1,20.8,25.4,25055,22143,27967,31.4,27.8,35,16834,29.2,41730,39386,44074,113790,93169,20621,18.1,7185521,256765,27985,7418508,81.195,6647351,-0.24,419.4,114.58,95.43,1938.004,67,55.467305412480634,47.32341954635192,13.499953767914931,8,0,0.32609720279992677,132.46670285510248,0.4128996069663175,,,
California | Merced County | 2011,,06,047,06047,California,Merced County,2011,259297,,4301,1454,,76,-338,-262,5364,16.66996113,5.635462329,,0.294563368,-1.310031821,-1.015468453,83796,87,0,0,70,157,29804827,154,68371,62662,74080,26.8,24.6,29,28605,25772,31438,35.8,32.3,39.3,20648,35.7,40016,37681,42351,114301,94123,20178,17.7,7738146,259532,29816,7639161,83.61,7251635,-4.45,400.73,109.48,91.18,1938.004,66.7,54.524889595336376,46.79284220048624,13.684786574242978,8,0,0.32316609910643007,133.79590547800728,0.6054832875042905,1.0034239505143816,0.095561183,
California | Merced County | 2012,,06,047,06047,California,Merced County,2012,260867,,4302,1559,,-39,-1127,-1166,5611,16.54093709,5.994263348,,-0.149952707,-4.333248745,-4.483201452,83944,71,0,12,54,137,24551601,137,62055,56612,67498,24.2,22.1,26.3,28282,25585,30979,35.6,32.2,39,20391,35.4,42552,39854,45250,114727,95926,18801,16.4,7902641,261286,30245,7402451,81.019,7223909,3.72,415.64,113.56,94.57,1938.004,66.6,53.15879858965562,45.336649244084754,14.044113541181945,8,0,0.32178849758689293,134.60601732504165,0.5251718308563368,0.6054832875042937,0.17661940904101225,
California | Merced County | 2013,,06,047,06047,California,Merced County,2013,262026,,4192,1614,,74,-1508,-1434,5651,16.03387309,6.173347128,,0.283040699,-5.767910452,-5.484869753,84060,99,0,0,55,154,36128386,148,63843,58235,69451,24.8,22.6,27,26870,23981,29759,34.1,30.4,37.8,19157,33.4,41003,39110,42896,114385,97654,16731,14.6,8269597,262625,31488,7653680,83.769,7724264,16.34,483.56,132.11,110.03,1938.004,66.7,51.72901745769594,43.64929699,13.578755579848774,8,0,0.3208078587621076,135.2040553063874,0.5877279353957241,0.44428770216240476,0.13818736300390544,
California | Merced County | 2014,,06,047,06047,California,Merced County,2014,264419,,4210,1611,,119,-286,-167,6455,15.99407346,6.120297467,,0.452089012,-1.086533256,-0.634444244,84186,163,6,0,0,169,42953893,165,64585,59569,69601,24.8,22.9,26.7,28341,25868,30814,35.9,32.8,39,18269,31.8,43818,41284,46352,114296,99456,14840,13,9079656,265204,34236,8411849,92.067,8492211,22.74,593.54,162.16,135.05,1938.004,68,50.77992983168189,43.00129719396463,13.431469347455344,9,1,0.3183810543115283,136.43883087960603,0.6391371270597045,0.9132681489623096,0.14989293361884481,
California | Merced County | 2015,,06,047,06047,California,Merced County,2015,266353,,4103,1676,,224,-705,-481,6446,15.46049905,6.315329369,,0.844053567,-2.656507879,-1.812454312,84327,228,4,0,0,232,50806096,130,68026,62775,73277,25.9,23.9,27.9,28377,25835,30919,35.9,32.7,39.1,20979,36.3,42879,40323,45435,114083,101088,12995,11.4,9400054,267322,35164,8608451,94.219,8525084,7.7,639.23,174.64,145.45,1938.004,67.9,49.49809582476164,42.675837885224894,13.396322778345253,9,1,0.3165986491610757,137.43676483639868,0.8710245426182547,0.7314149134517667,0.1674862803791699,
California | Merced County | 2016,,06,047,06047,California,Merced County,2016,267628,,4109,1792,,273,-1317,-1044,5753,15.3900607,6.711849298,,1.022508292,-4.93275978,-3.910251488,84540,611,0,0,109,720,114818303,647,53417,47688,59146,20.3,18.1,22.5,21400,18545,24255,27,23.4,30.6,14151,24.4,47442,44341,50543,114231,102048,12183,10.7,9575058,268786,35623,8657384,94.754,8465887,8.76,695.24,189.94,158.19,1938.004,68.6,50.04618375336717,40.57393544232472,13.910222384918091,10,1,0.31588623014034406,138.09465821535971,2.6903014632250737,0.4786880568268481,0.2525881390301965,
California | Merced County | 2017,,06,047,06047,California,Merced County,2017,271096,,4288,1831,,9,1012,1021,6374,15.91909772,6.797543826,,0.033412285,3.757025861,3.790438146,85266,546,4,0,0,550,132370770,470,61297,56255,66339,23,21.1,24.9,26862,24467,29257,33.7,30.7,36.7,18552,31.7,48036,45291,50781,115135,104239,10896,9.5,9919653,272480,36405,9136656,100,9136656,9.42,760.7,207.83,173.09,1938.004,68.9,49.812656677574296,39.52178350365157,14.381260526549063,10.5,1,0.3145232685100481,139.88412820613374,2.0288016053353792,1.2958285381200696,0.8587650816181736,
